name,discountPrice,oldPrice,discount,image,rating,category,merchant
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/7524682/1.jpg?9634,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/9524682/1.jpg?9594,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/1624682/1.jpg?9574,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1624682/1.jpg?9651,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/0624682/1.jpg?9578,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/9524682/1.jpg?9601,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/1624682/1.jpg?9657,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/1624682/1.jpg?9647,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/1624682/1.jpg?9654,not available,microphones,not available
"XLR to Banana Speaker Cable,XLR 3 Pin Female to Dual Banana Plugs Audio Cable, Gold-Plated 4mm Plug to XLR3 Pro HiFi","₦ 11,163","₦ 22,327",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/6343102/1.jpg?7673,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/2624682/1.jpg?9871,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/5624682/1.jpg?9825,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/5624682/1.jpg?9822,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2624682/1.jpg?9875,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/4624682/1.jpg?9840,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/3624682/1.jpg?9852,not available,microphones,not available
DC Motor Speed Controller PWM 6V12V24V,"₦ 3,289","₦ 6,579",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/5804451/1.jpg?7961,not available,microphones,not available
DC Motor Speed Controller PWM 6V12V24V,"₦ 3,658","₦ 7,315",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/7482102/1.jpg?9687,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6624682/1.jpg?0123,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/6724682/1.jpg?0070,not available,microphones,not available
Flexible SLI Bridge K -E Video Card Cable Connector Adapter,"₦ 4,824","₦ 6,270",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/2538601/1.jpg?2031,not available,electronic cables,not available
4-Channel Rca Audio Noise Filter Suppressor Ground Loop Isolator Car Stereo 50W,"₦ 15,545","₦ 25,806",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/7420332/1.jpg?4330,not available,electronic cables,not available
Side Turn Signal Lamp Fender Lamp Socket COMP. (T10) for HONDA CITY ACCORD CIVIC CRV FIT VEZEL RL RLX 33304-S5A-003,"₦ 2,413","₦ 4,001",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/5353332/1.jpg?2119,not available,electronic cables,not available
35750-S5A-A02ZA Power Window Switch for Honda Civic 2001-2005 CRV 2002-2006 Driver Side Window Master Control Switch,"₦ 16,650","₦ 27,635",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/4140332/1.jpg?9115,not available,electronic cables,not available
3 X A Fireproofing Soundproofing Acoustic KTV Studio Wall Fo,"₦ 43,753","₦ 56,878",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/563469/1.jpg?5409,not available,electronic cables,not available
New Square Board Binding Post Speaker Box Terminal Cup Wire Cable Box Connector,"₦ 2,451","₦ 4,064",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/4850332/1.jpg?2937,not available,electronic cables,not available
220mm LED Backlight Strip Kit Update 10.4 inch CCFL LCD Screen To LED Monitor,"₦ 4,877","₦ 8,090",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/1069232/1.jpg?3766,not available,electronic cables,not available
ICE COOREL E5 Notebook Stand  Lift Lazy Bracket Pa-Black,"₦ 24,259","₦ 31,536",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/7924522/1.jpg?4466,not available,electronic cables,not available
Electric USB Rechargeable T Double ARC Windproof Less P,"₦ 21,252","₦ 27,627",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/000279/1.jpg?9897,not available,electronic cables,not available
5 Inch  T Navigator Car Newest Map 5''/7'' High-definitio,"₦ 49,995","₦ 64,993",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/649179/1.jpg?9154,not available,electronic cables,not available
Lifesta LARGE Size Triped Portable Flexible Tripod-RED,"₦ 14,505","₦ 18,856",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/0645522/1.jpg?5855,not available,electronic cables,not available
Lifesta LARGE Size Triped Portable Flexible Tripod-White,"₦ 15,178","₦ 19,730",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/0645522/1.jpg?5856,not available,electronic cables,not available
360° Universal Car K Gravity Air Vent Mount Cell Phone PDA H,"₦ 10,639","₦ 13,830",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/6238601/1.jpg?1048,not available,electronic cables,not available
2 X Universal M 360 Rotating Car Mount Holder Cradle For Mob,"₦ 10,416","₦ 13,540",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/483669/1.jpg?8449,not available,electronic cables,not available
Lifesta LARGE Size T Triped Portable Flexible Tripod Gorilla,"₦ 14,505","₦ 18,856",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/672279/1.jpg?3502,not available,electronic cables,not available
31x21inch Double Layer T Car Roof Ceiling Cargo Net Mesh Sto,"₦ 14,558","₦ 18,924",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/462279/1.jpg?3598,not available,electronic cables,not available
Lifesta LARGE Size T Triped Portable Flexible Tripod Gorilla,"₦ 15,178","₦ 19,730",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/880279/1.jpg?2015,not available,electronic cables,not available
2 X Universal M 360 Rotating Car Mount Holder Cradle For Mob,"₦ 10,367","₦ 13,476",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/293669/1.jpg?8025,not available,electronic cables,not available
Drawer Wall Shelf- TV Cabinet Shelf- Floating Shelves,"₦ 37,990 - ₦ 39,990","₦ 42,000",10%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/1315221/1.jpg?0789,4 out of 5(1),electronic accessories supplies,not available
SAST New A Universal Design Car Charger T01 Black,"₦ 19,568","₦ 25,437",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/002259/1.jpg?8548,not available,electronic cables,not available
Foldable Wireless Bluetooth Headset,"₦ 11,900","₦ 15,000",21%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/5428362/1.jpg?8850,3 out of 5(1),electronic accessories supplies,not available
Lifesta LARGE Size T Triped Portable Flexible Tripod Gorilla,"₦ 15,112","₦ 19,645",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/660279/1.jpg?1752,not available,electronic cables,not available
AnyCast M9 Plus Portable DLNA Airplay Miracast HDMI WiFi Display Dongle TV Receiver Adapter (Black),"₦ 10,200","₦ 19,900",49%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0183352/1.jpg?0935,not available,electronic accessories supplies,not available
PS4 Cooling A Station Vertical Stand With 2 Controller Charg,"₦ 18,898","₦ 24,566",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/764159/1.jpg?7314,not available,electronic cables,not available
Car Auto Vehicle M Audio FM Transmitter MP3 Player AY55C 2GB,"₦ 15,060","₦ 19,577",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/414669/1.jpg?6914,not available,electronic cables,not available
KTV Disco Star Small Magic Ball Atmosphere Light Dance Lamp,"₦ 1,910","₦ 4,075",53%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5788452/1.jpg?3376,4.7 out of 5(3),electronic accessories supplies,Express Shipping
2A Safety Car K Charge Holder For All Smart Digital Phone Ta,"₦ 20,382","₦ 26,496",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/1625111/1.jpg?4431,not available,electronic cables,not available
Home Decor Floating Shelf With Book Storage,"₦ 33,990",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/3439151/1.jpg?5287,3.3 out of 5(3),electronic accessories supplies,not available
3 X Qi M Wireless Car Dashboard Holder Mount Non-Slip Pad Ma,"₦ 51,332","₦ 66,731",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/663669/1.jpg?9203,not available,electronic cables,not available
Video Making Vlogging Kit For Andriod Phone(6in1),"₦ 13,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/6371042/1.jpg?1733,not available,electronic accessories supplies,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/6624682/1.jpg?0122,not available,microphones,not available
Quad Controller A LED Dual Charger Charging Stand Station Do,"₦ 20,734","₦ 26,953",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/875159/1.jpg?8757,not available,electronic cables,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/6624682/1.jpg?0125,not available,microphones,not available
Leovin Rechargeable Battery RO3 AAA 1pcs,"₦ 6,400","₦ 6,600",3%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/0515342/1.jpg?3012,not available,electronic accessories supplies,not available
A912 FM Transmitter M LCD Screen Car MP3 Player With Remote,"₦ 13,897","₦ 18,065",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/424669/1.jpg?6350,not available,electronic cables,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/4724682/1.jpg?0092,not available,microphones,not available
Plug Adaptor And Surge Protector,"₦ 3,900",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/277013/1.jpg?5777,4.3 out of 5(7),electronic accessories supplies,not available
Bluetooth 5.0 Car D FM  Quick Fast Charge USB Cha,"₦ 13,898","₦ 18,066",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/989569/1.jpg?2009,not available,electronic cables,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/6624682/1.jpg?0116,not available,microphones,not available
2Pcs Game Gloves for PUBG Sweat Proof Non-Scratch Sensitive Press Screen Gaming Finger Thumb Sleeve Gloves,"₦ 1,969","₦ 3,937",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/9488002/1.jpg?5884,not available,electronic accessories supplies,not available
Licheers Metal Glass K 10W Qi Wireless Charger Infrared Sens,"₦ 32,869","₦ 42,729",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9238601/1.jpg?1102,not available,electronic cables,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/5724682/1.jpg?0076,not available,microphones,not available
Universal Full Aluminum Car Air Vent Holder Gravit-Silver,"₦ 12,906","₦ 16,777",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/4645522/1.jpg?5829,not available,electronic cables,not available
12V 1A  Adapter For GOTV/DSTV/STATIME & OTHER DECODERS,"₦ 2,900","₦ 4,000",28%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/535997/1.jpg?1645,4.7 out of 5(6),electronic accessories supplies,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/0824682/1.jpg?0312,not available,microphones,not available
Universal Full Aluminum Car Air Vent Holder Gravit-RED,"₦ 12,955","₦ 16,841",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/4645522/1.jpg?5830,not available,electronic cables,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9724682/1.jpg?0316,not available,microphones,not available
Dp  Led Light Lithium 2000mah Rechargeable Battery/charger,"₦ 7,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/297228/1.jpg?5463,4 out of 5(1),electronic accessories supplies,not available
Car 3.5mm Stereo Mini Jack For ALPINE/JVC Ai-NET 4FT 100cm,"₦ 4,341","₦ 6,723",35%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4299802/1.jpg?9470,not available,electronic cables,not available
2000w Solar Power Inverter With Inbuilt Charger 20A,"₦ 47,600",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/607466/1.jpg?9767,3.8 out of 5(12),electronic accessories supplies,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/8724682/1.jpg?0331,not available,microphones,not available
Expandable Wireless Bluetooth K Shutter Selfie Stand,"₦ 9,251","₦ 12,025",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/7425111/1.jpg?4138,not available,electronic cables,not available
Outdoor/Indoor A11 MINI Home Theatre Bluetooth Fm Loudspeaker,"₦ 18,900","₦ 19,000",1%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/817366/1.jpg?7826,5 out of 5(1),electronic accessories supplies,not available
CGDI ELV Emulator Renew ESL for Benz W204 W207 W212 Work,"₦ 24,618","₦ 38,151",35%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/9633902/1.jpg?6753,not available,electronic cables,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/0824682/1.jpg?0312,not available,microphones,not available
Camera Lens Shield  Protector For IPhone 13,"₦ 3,480","₦ 5,000",30%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/2614041/1.jpg?9681,5 out of 5(2),electronic accessories supplies,not available
Oven Lid Concentrate Insert Lid+3PCS Screens Repla-multi,"₦ 17,029","₦ 22,137",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/4845522/1.jpg?5638,not available,electronic cables,not available
HDTV 3 In 1 Cable Also Suitable As HDMI 3 In 1 Cable,"₦ 6,800","₦ 7,000",3%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/515317/1.jpg?1853,not available,electronic accessories supplies,not available
"16"" A4 Size T 23.5 X 40cm Table Top Display Artist Art Easel","₦ 11,723","₦ 15,239",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/488179/1.jpg?8462,not available,electronic cables,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/2824682/1.jpg?0499,not available,microphones,not available
Transparent POWERFUL BASS WIRELESS EARPHONEPOWERFUL BASS,"₦ 9,250",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/8407601/1.jpg?0092,not available,electronic accessories supplies,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/3824682/1.jpg?0481,not available,microphones,not available
88g To 12g D CO2 Converter Adapter Capsule Cartridg,"₦ 15,149","₦ 19,693",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/730669/1.jpg?1663,not available,electronic cables,not available
Optical Digital Audio Cable Fiber Optic  Male To Male,"₦ 2,138","₦ 2,993",29%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/353337/1.jpg?8645,4.7 out of 5(3),electronic accessories supplies,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/0824682/1.jpg?0303,not available,microphones,not available
5 Set A Acoustic Studio Soundproofing Egg Crate Foam Wall Ti,"₦ 48,513","₦ 63,066",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/673469/1.jpg?5388,not available,electronic cables,not available
Metal Stents A Used In Notebook Computers,"₦ 9,931","₦ 12,909",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/851259/1.jpg?9984,not available,electronic cables,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/1824682/1.jpg?0291,not available,microphones,not available
TV Cabinet Shelf - TV Stand With LED RGB Backlight,"₦ 79,980","₦ 98,000",18%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/9882452/1.jpg?7981,5 out of 5(1),electronic accessories supplies,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/0824682/1.jpg?0303,not available,microphones,not available
Avs Automatic Voltage Regulator For Air Conditioners,"₦ 15,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/4716921/1.jpg?2045,not available,electronic accessories supplies,not available
915 Generation Sensor Cable For Motorcycle Digital Atv Speedometer,"₦ 6,750","₦ 12,488",46%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/5547232/1.jpg?5380,not available,electronic cables,not available
Obdlink Mx Bluetooth Bluetooth 5.0 Wireless Earphone Earbud_strong,"₦ 16,500","₦ 47,500",65%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/9690232/1.jpg?6609,not available,electronic accessories supplies,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5824682/1.jpg?0730,not available,microphones,not available
915 Generation Audio Stereo Isolator Eliminate Current Sound Interference,"₦ 3,416","₦ 6,318",46%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3772432/1.jpg?8288,not available,electronic cables,not available
"Ldnio 4.4 Amps, 4 USB Ports Auto ID Charger With LED Touch Lamp","₦ 10,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/9524412/1.jpg?8487,4.7 out of 5(3),electronic accessories supplies,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/4824682/1.jpg?0601,not available,microphones,not available
Usb Power 16 Port USB 3 Port AC Original Intelligent Surge Protect Power Socket Extension Box,"₦ 25,900","₦ 30,000",14%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/7062202/1.jpg?6602,5 out of 5(1),electronic accessories supplies,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/5824682/1.jpg?0737,not available,microphones,not available
1.8M Display Port DP Male To HDMI Cable Adapter 4K Laptop PC HD TV Cable,"₦ 6,899",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/7926612/1.jpg?8448,not available,electronic accessories supplies,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3824682/1.jpg?0623,not available,microphones,not available
High Quality Yellow Fixed Type Three-Jaw Tribrach Adapter,"₦ 20,860","₦ 28,010",26%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/9758031/1.jpg?8669,not available,electronic accessories supplies,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/3824682/1.jpg?0627,not available,microphones,not available
Hdmi And More 2 Meters High Speed HDMI 4K Ultra HD Cable,"₦ 3,500 - ₦ 3,900","₦ 9,000",61%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/2912261/1.jpg?0677,5 out of 5(2),electronic accessories supplies,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/3824682/1.jpg?0473,not available,microphones,not available
LASA 4K READY 3860 X 2160 HIGH SPEED HDMI 2.0 CABLE 3M BLACK,"₦ 3,900",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/1228252/1.jpg?5896,5 out of 5(1),electronic accessories supplies,Express Shipping
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/5824682/1.jpg?0716,not available,microphones,not available
2 +2 Pieces USB To DC 5.5 X 2.1mm + USB To DC 3.5 X 1.3mm,"₦ 4,500","₦ 7,000",36%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/1553561/1.jpg?5413,not available,electronic accessories supplies,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/5824682/1.jpg?0718,not available,microphones,not available
6-Port USB 3-port AC Intelligent Surge Protect Power Socket,"₦ 16,900","₦ 26,000",35%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/5234611/1.jpg?2568,4.7 out of 5(7),electronic accessories supplies,Express Shipping
"STONE-TECH Powermatic AC,FRIDGE,TV Surge Protector 20A","₦ 8,900",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/7273952/1.jpg?2735,not available,electronic accessories supplies,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/3824682/1.jpg?0621,not available,microphones,not available
Light Pro LED 600 + Battery +Tripod + Charger,"₦ 48,550","₦ 55,700",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/2945922/1.jpg?6969,4.5 out of 5(2),electronic accessories supplies,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/4824682/1.jpg?0608,not available,microphones,not available
3.5mm Wired Gaming And Microphone Headphone For Xbox-ONE PS4,"₦ 14,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/4483112/1.jpg?0777,3.3 out of 5(4),electronic accessories supplies,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/6824682/1.jpg?0929,not available,microphones,not available
Panasonic 7.2AH/12V UPS Replacement Battery,"₦ 15,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/8552711/1.jpg?6857,5 out of 5(2),electronic accessories supplies,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/2924682/1.jpg?1177,not available,microphones,not available
Fridge Guard/TV/Audio-Guard/AC Guard AVS 15Amps,"₦ 12,800",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/995217/1.jpg?6243,4 out of 5(6),electronic accessories supplies,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/3924682/1.jpg?1173,not available,microphones,not available
Commscope Cat6 Systimax Gigaspeed Pure Copper Cable,"₦ 110,000","₦ 175,000",37%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/136028/1.jpg?3270,5 out of 5(1),electronic accessories supplies,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/7824682/1.jpg?0916,not available,microphones,not available
MICROPHONE STAND,"₦ 12,951",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/056881/1.jpg?0595,4 out of 5(5),electronic accessories supplies,not available
